"Compounds ID"	"Tags"	"Checked"	"Name"	"Formula"	"Annot. Source: Predicted Compositions"	"Annot. Source: mzCloud Search"	"Annot. Source: mzVault Search"	"Annot. Source: ChemSpider Search"	"Annot. DeltaMass [ppm]"	"Calc. MW"	"m/z"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# mzVault Results"	"mzCloud Best Match"	"mzCloud Best Match Confidence"	"mzCloud Best Sim. Match"	"mzVault Best Match"	"# Usable QC"	"RSD QC Areas [%]"	"RSD Corr. QC Areas [%]"	"MS2"	"Reference Ion"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 1.raw (F49)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 2.raw (F50)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 3.raw (F51)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 4.raw (F52)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 5.raw (F53)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 6.raw (F54)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 7.raw (F55)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 8.raw (F56)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 9.raw (F57)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 10.raw (F58)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 11.raw (F59)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 12.raw (F60)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 13.raw (F61)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 14.raw (F62)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 15.raw (F63)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 16.raw (F64)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 17.raw (F65)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 18.raw (F66)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 19.raw (F67)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 20.raw (F68)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 21.raw (F69)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 22.raw (F70)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 23.raw (F71)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 24.raw (F72)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 25.raw (F73)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 26.raw (F74)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 27.raw (F75)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 28.raw (F76)"	"Norm. Area: 230201_SG_Fredrik_HILIC_extractionblank_2.raw (F77)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_1.raw (F81)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_2.raw (F82)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_3.raw (F83)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_4.raw (F84)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_5.raw (F85)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_6.raw (F86)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 1.raw (F49)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 2.raw (F50)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 3.raw (F51)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 4.raw (F52)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 5.raw (F53)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 6.raw (F54)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 7.raw (F55)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 8.raw (F56)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 9.raw (F57)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 10.raw (F58)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 11.raw (F59)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 12.raw (F60)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 13.raw (F61)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 14.raw (F62)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 15.raw (F63)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 16.raw (F64)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 17.raw (F65)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 18.raw (F66)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 19.raw (F67)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 20.raw (F68)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 21.raw (F69)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 22.raw (F70)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 23.raw (F71)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 24.raw (F72)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 25.raw (F73)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 26.raw (F74)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 27.raw (F75)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 28.raw (F76)"	"Peak Rating: 230201_SG_Fredrik_HILIC_extractionblank_2.raw (F77)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_1.raw (F81)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_2.raw (F82)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_3.raw (F83)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_4.raw (F84)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_5.raw (F85)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_6.raw (F86)"
"38"	"D"	"False"	"Ethylenediaminetetraacetic acid"	"C10 H16 N2 O8"	"Full match"	"Invalid mass"	"No results"	"Full match"	"1.50"	"292.09110"	"291.08383"	"7.628"	"370963727.654302"	"1"	"2"	"0"	""	""	"31.3"	""	"6"	"19"	"3"	"PreferredDDA"	"[M-H]-1"	"322930558.799099"	"324443554.416708"	"259220928.159368"	"297613994.235797"	"288588045.76264"	"299030941.87507"	"297787479.113456"	"305264721.780428"	"232362330.067107"	"306763524.123438"	"316807981.439571"	"322858280.419649"	"270337458.486965"	"295985242.454675"	"321864447.831755"	"309337737.881741"	"305333155.326611"	"323292188.705236"	"287870060.8987"	"229816290.747146"	"320877419.91648"	"283081469.821306"	"328415573.224625"	"237027198.92308"	"406910243.04441"	"294208268.476867"	"284378083.115755"	"315299618.651563"	"13466.6334987875"	"315274103.848828"	"298830121.046695"	"289131098.76968"	"303986879.877121"	"294876514.156615"	"313397131.734869"	"4.0"	"7.3"	"5.7"	"7.3"	"7.3"	"7.8"	"6.7"	"7.3"	"5.7"	"7.3"	"5.7"	"6.7"	"5.7"	"7.3"	"5.1"	"7.8"	"5.7"	"6.2"	"7.3"	"6.2"	"4.6"	"6.7"	"6.2"	"6.2"	"8.9"	"6.7"	"8.4"	"7.8"	""	"6.2"	"4.6"	"4.0"	"6.7"	"6.2"	"6.7"
"18"	"D"	"False"	"N-(4-{[4-Nitro-2-(trifluoromethyl)phenyl]sulfonyl}phenyl)acetamide"	"C15 H11 F3 N2 O5 S"	"No match"	"Invalid mass"	"No results"	"Full match"	"-0.36"	"388.03394"	"387.02666"	"5.265"	"367260353.837043"	"1"	"3"	"0"	""	""	"26.2"	""	"6"	"9"	"2"	"PreferredDDA"	"[M-H]-1"	"331821093.901928"	"299626733.605619"	"337933830.996769"	"322053717.660912"	"308061924.263479"	"295479646.298022"	"313140269.325827"	"297791770.906634"	"302867553.887629"	"313079277.458627"	"300167968.0858"	"294869147.551765"	"277904117.491385"	"300113316.255586"	"309339494.994904"	"281602211.600767"	"306302474.936273"	"297122617.13582"	"296458052.82248"	"289953758.258478"	"287613758.880611"	"306665567.805892"	"275847514.89429"	"281820978.851425"	"280973637.037518"	"300814675.661678"	"286344817.896015"	"279349067.356647"	"184573.158858444"	"319660243.889976"	"321647695.09492"	"311536189.945156"	"307376641.481821"	"308123769.069748"	"325837184.469413"	"10.0"	"9.5"	"9.5"	"8.4"	"9.5"	"10.0"	"10.0"	"10.0"	"9.5"	"9.5"	"8.9"	"9.5"	"8.4"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"10.0"	"10.0"	"10.0"	"10.0"	"9.5"	"10.0"	"9.5"	"9.5"	"9.5"	"9.5"	""	"9.5"	"9.5"	"9.5"	"10.0"	"10.0"	"8.4"
"26"	"C"	"False"	"3-[3-(2-Thienyl)-1,2,4-oxadiazol-5-yl]propanoic acid"	"C9 H8 N2 O3 S"	"No match"	"Invalid mass"	"No results"	"No match"	"9.26"	"224.02764"	"223.02036"	"5.266"	"348365391.703003"	"1"	"2"	"0"	"31.4"	"23.4"	""	""	"6"	"8"	"2"	"PreferredDDA"	"[M-H]-1"	"316421424.502538"	"291683995.827898"	"326753731.082741"	"310848248.861329"	"300220184.25342"	"293833567.506051"	"301448691.070233"	"288997553.329806"	"293062149.216336"	"299493449.253159"	"290400818.21544"	"286796747.483905"	"271443194.7472"	"290284999.916229"	"299038827.404225"	"277686177.904356"	"294865326.914913"	"288773191.111756"	"287859579.677"	"279959773.034452"	"276312059.154183"	"291848156.64212"	"271524528.972658"	"273119006.255992"	"271354952.387781"	"288142558.529936"	"275976857.529295"	"269166259.962529"	"7878112.83060732"	"305765382.389025"	"305205212.913613"	"299669473.758939"	"293383157.569475"	"294124474.638155"	"311028985.966298"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"8.9"	"9.5"	"9.5"	"10.0"	"9.5"	"10.0"	"9.5"	"10.0"	"10.0"	"9.5"	"9.5"	"9.5"	"4.6"	"9.5"	"7.8"	"10.0"	"9.5"	"8.9"	"9.5"
"19"	"D"	"False"	"Thiosulfic acid"	"H2 O3 S2"	"No results"	"No results"	"No results"	"Full match"	"2.45"	"113.94481"	"112.93754"	"7.503"	"338096848.011835"	"1"	"0"	"0"	""	""	""	""	"6"	"7"	"5"	"PreferredDDA"	"[M-H]-1"	"266004496.326046"	"240257353.222117"	"288533796.378138"	"258267197.055"	"277835266.369966"	"246745393.368646"	"276080751.088942"	"229723384.273197"	"277717187.684689"	"229807722.787494"	"250563930.199955"	"232899886.244873"	"265423294.036215"	"238945906.103758"	"241593771.699578"	"229172361.111814"	"257516569.907784"	"226684941.96765"	"265364164.999061"	"335727590.061105"	"240404281.561334"	"269153851.002174"	"191404552.205829"	"357486377.158333"	"33200559.3242383"	"249012382.357262"	"250657771.73087"	"239596909.960203"	"326635.674378333"	"270350128.654757"	"262083092.985287"	"249280763.428134"	"238405509.027934"	"253628547.545038"	"274789989.522387"	"8.4"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"8.9"	"9.5"	"8.9"	"10.0"	"8.9"	"8.9"	"9.5"	"8.4"	"8.9"	"10.0"	"8.9"	"9.5"	"10.0"	"10.0"	"9.5"	"10.0"	"8.4"	"10.0"	"8.4"	"10.0"	"9.5"	"9.5"	""	"10.0"	"8.9"	"8.9"	"9.5"	"10.0"	"9.5"
"9"	"D"	"False"	"p-Cresylsulfate"	"C7 H8 O4 S"	"Full match"	"No results"	"No results"	"Full match"	"2.41"	"188.01478"	"187.00751"	"0.543"	"272302401.594501"	"6"	"0"	"0"	""	""	""	""	"6"	"18"	"6"	"NoMSn"	"[M-H]-1"	"15285140.7082888"	"3574811.51888408"	"9023760.46285948"	"1570936.91488894"	"2290727.11994981"	"1463273.72408194"	"75845777.5310717"	"23330956.3509755"	"1875957.37305912"	"39541791.8474152"	"1404722.32386274"	"2536618.44991236"	"2204659.39479901"	"667735.40155339"	"4747255.00640113"	"3377424.31259294"	"3104739.29165624"	"8290322.51636306"	"55631613.0663929"	"3452233.87962916"	"7999921.01845752"	"9827547.33864336"	"10402495.0282117"	"3688312.63805694"	"1834610.80281364"	"222535055.263129"	"70112818.771799"	"49582633.101019"	"13957.2795127131"	"28026671.2412398"	"26040064.9051682"	"24978845.8972304"	"25459927.763406"	"23938436.4676175"	"27988213.7356333"	"9.5"	"8.9"	"9.5"	"9.1"	"9.5"	"9.1"	"9.5"	"9.5"	""	"9.5"	""	"9.5"	"9.5"	""	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"10.0"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	""	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"
"40"	""	"False"	"HIPPURATE"	"C9 H9 N O3"	"No results"	"Partial match"	"Full match"	"Partial match"	"2.87"	"179.05876"	"178.05148"	"2.333"	"251407145.970809"	"33"	"12"	"1"	"86.2"	"9.3"	"54.7"	"81.6"	"6"	"23"	"10"	"PreferredDDA"	"[M-H]-1"	"227122293.212896"	"32742036.9468498"	"30278173.5009887"	"26137395.8592753"	"23397172.300109"	"22633926.0753992"	"192445345.454134"	"17823166.6886162"	"29850676.9058012"	"15780718.1157474"	"24014497.7907477"	"231822578.430315"	"20222589.5891829"	"22225476.3075739"	"140409822.851266"	"26565987.8177705"	"23595562.7196215"	"16459975.8173062"	"82496641.5186157"	"17732537.3578346"	"198950121.538324"	"135367084.055959"	"205932172.482287"	"17582612.0768465"	"23353864.4521751"	"132672481.876189"	"165386608.715355"	"28106545.2951095"	"19739.8580451417"	"100468493.572456"	"99236198.3992018"	"88271054.3810715"	"84774055.6211504"	"83593765.9196002"	"104173011.761671"	"9.5"	"8.9"	"9.5"	"8.9"	"9.5"	"8.9"	"9.5"	"8.4"	"9.5"	"8.9"	"8.4"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"8.4"	"8.4"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	"8.9"	"9.5"	"9.5"	"8.9"	""	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"
"21"	"B"	"False"	"Succinic acid"	"C4 H6 O4"	"Full match"	"Full match"	"No results"	"Full match"	"2.26"	"118.02688"	"117.01960"	"6.678"	"240001089.681924"	"12"	"7"	"0"	"87.7"	"9.4"	"26.1"	""	"6"	"10"	"5"	"PreferredDDA"	"[M-H]-1"	"31186696.6593993"	"36512395.0314853"	"53607635.152242"	"29817459.9094"	"41918291.0953191"	"30775207.1582158"	"24386722.0234483"	"40828309.2068414"	"56238566.6581368"	"31332277.3730939"	"33491294.3227978"	"27365294.4691058"	"49648915.5035532"	"41694333.3931795"	"26808100.4737982"	"33789273.7094381"	"29441687.067368"	"29153343.3636959"	"34413620.2808089"	"48440040.7496151"	"27482275.6302844"	"27238442.8663405"	"10387604.2897262"	"36565834.0670498"	"219041251.279592"	"31485251.8137017"	"31688290.192386"	"31070489.4152851"	"12106856.160892"	"54852378.8465856"	"54695372.3306876"	"53560670.5645812"	"50972696.1016552"	"49871357.5963875"	"57404416.9177735"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"9.5"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"7.8"	"8.4"	"10.0"	"8.4"	"8.4"	"9.5"	""	"8.4"	"8.4"	"8.4"	"8.4"	"8.4"	"8.9"
"13"	"C"	"False"	"4-Phenolsulfonic acid"	"C6 H6 O4 S"	"Full match"	"Full match"	"No results"	"Full match"	"2.21"	"173.99906"	"172.99179"	"0.597"	"237932820.852349"	"3"	"6"	"0"	"33.9"	"52.3"	"45.6"	""	"6"	"22"	"12"	"PreferredDDA"	"[M-H]-1"	"280709100.634112"	"2574395.12295989"	"18510708.0700624"	"5445501.9424128"	"14289803.2662067"	"4332320.77117907"	"59144285.7803041"	"20902247.6138837"	"1101171.62740002"	"40019852.2206235"	"4225929.95519221"	"166925966.747411"	"5362226.34964559"	"370266.690371247"	"207841861.308536"	"753520.733455777"	"31266.1328150861"	"52782134.5060001"	"141436627.1339"	"4233999.34462297"	"7810103.19564411"	"174590964.502606"	"132127502.01378"	"7322644.44402702"	"16271803.4062591"	"20244726.3696207"	"105543410.163077"	"21972045.4070097"	"6920.92410189786"	"73879748.709088"	"72497359.5777881"	"62911309.7515872"	"60716413.5203459"	"57794453.9506414"	"77857530.0353443"	"7.3"	"7.8"	"7.8"	"7.8"	"7.8"	"8.4"	""	"7.8"	""	"7.3"	"7.8"	""	"8.9"	""	"8.4"	""	""	"7.8"	"8.4"	"8.4"	"7.8"	"8.4"	"8.4"	"8.4"	"8.4"	"7.3"	"8.4"	"8.4"	""	"8.4"	""	""	"8.4"	"7.8"	"8.4"
"15"	"D"	"False"	"2-{(2E)-2-[(6-Nitro-1,3-benzodioxol-5-yl)methylene]hydrazino}-1,3-thiazol-4(5H)-one"	"C11 H8 N4 O5 S"	"No match"	"Invalid mass"	"No results"	"Full match"	"-0.47"	"308.02139"	"307.01412"	"0.518"	"220495592.517071"	"2"	"2"	"0"	""	""	"35.0"	""	"6"	"14"	"6"	"PreferredDDA"	"[M-H]-1"	"22942220.6674581"	"57830027.3547079"	"35596232.6518681"	"48251742.6021354"	"115743368.185612"	"67107845.9152678"	"100464745.70876"	"66038286.8457417"	"24614616.3627382"	"62852238.0442417"	"107957930.925165"	"88014912.4283508"	"114970873.246034"	"139204448.29458"	"66046782.7861349"	"11600755.7755897"	"53175166.2272445"	"121257361.303737"	"203963562.080805"	"140476332.094596"	"62262205.353605"	"50426223.3489279"	"11746461.9204678"	"515155.823119967"	"13249396.5368052"	"98573440.6547263"	"92200106.5463184"	"68931158.777863"	"10685.7649152062"	"88358075.0645137"	"87556842.6581718"	"82654263.6088749"	"78576360.8039256"	"78661096.3846049"	"91833316.8598436"	"10.0"	"10.0"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"10.0"	"9.5"	"9.5"	"10.0"	"9.5"	"10.0"	"9.5"	"9.5"	"8.4"	"10.0"	"9.5"	"9.5"	"9.5"	"10.0"	"9.5"	"10.0"	"9.1"	"9.5"	"9.5"	"9.5"	"10.0"	""	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"
"33"	"E"	"False"	"[Similar to: cis,cis-Muconic acid; ?Mass: 328.0107 Da]"	"C12 H12 N10 O7 P2"	"Full match"	"Invalid mass"	"No results"	"No results"	"1.65"	"470.03734"	"469.03006"	"5.265"	"216201899.60597"	"0"	"4"	"0"	""	""	"39.5"	""	"6"	"9"	"3"	"PreferredDDA"	"[M-H]-1"	"195318724.379928"	"174831689.54809"	"197454304.668898"	"188455733.766816"	"179706256.972322"	"170373979.658109"	"183874719.508725"	"172061471.086814"	"176792567.958579"	"183990168.2546"	"176624537.961622"	"173224846.30026"	"161880053.016372"	"175902950.47315"	"182161957.585176"	"163937401.424221"	"178890353.032772"	"173653155.535883"	"173512648.103823"	"169373873.259003"	"168799576.650954"	"179798724.925451"	"161473786.369151"	"164801665.604964"	"163247117.013869"	"176816124.914213"	"166049581.667554"	"165332131.702644"	"6764.43176250739"	"188390079.692781"	"189736240.293526"	"181626362.369486"	"180639485.409552"	"181972926.73182"	"191392497.782388"	"10.0"	"9.5"	"9.5"	"7.8"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"7.8"	"9.5"	"9.5"	"9.5"	"10.0"	"7.8"	"9.5"	"9.5"	"9.5"	"10.0"	"9.5"	"9.5"	"9.5"	"9.5"	"10.0"	"9.5"	""	"8.9"	"8.9"	"9.5"	"10.0"	"10.0"	"7.8"
"84"	"D"	"False"	"2,3,4,5,6,7,8-Heptahydroxyoctanal"	"C8 H16 O8"	"Full match"	"Invalid mass"	"No results"	"Full match"	"2.38"	"240.08509"	"239.07781"	"4.831"	"215965918.604863"	"1"	"28"	"0"	""	""	"73.5"	""	"6"	"5"	"1"	"PreferredDDA"	"[M-H]-1"	"74222820.5826659"	"49059636.8277605"	"61291302.290666"	"46887060.8515383"	"47158690.3640156"	"43449390.5071786"	"76838379.9192333"	"51028936.1709387"	"45408434.0594577"	"54316447.9727081"	"46967965.347478"	"64758562.5550374"	"42037002.90357"	"52282914.2636731"	"68382137.9723718"	"47238594.4942616"	"57423382.2547005"	"52155144.5277685"	"68198022.645644"	"54235614.4385185"	"86559126.3539979"	"68774357.7807151"	"57837709.833431"	"37110174.4219965"	"203142829.414103"	"78052895.081081"	"74764300.5662995"	"57629997.8082499"	"12809.157024215"	"69914357.838259"	"70102365.130924"	"69953177.5563298"	"69077107.5283923"	"70939729.598674"	"69588584.5250745"	"7.8"	"7.8"	"8.4"	"8.4"	"7.8"	"8.4"	"8.4"	"8.4"	"7.8"	"7.3"	"6.7"	"8.4"	"8.4"	"6.7"	"8.4"	"7.8"	"8.4"	"8.9"	"8.4"	"7.8"	"8.4"	"8.9"	"8.4"	"7.8"	"8.4"	"8.9"	"8.9"	"8.9"	""	"8.4"	"7.8"	"8.4"	"8.9"	"8.4"	"8.4"
"12"	"C"	"False"	"NP-012534"	"C15 H24 O5"	"No match"	"Invalid mass"	"No results"	"No match"	"-63368.30"	"266.15549"	"265.14821"	"0.529"	"190595853.599065"	"4"	"5"	"0"	"60.0"	"44.5"	""	""	"6"	"17"	"8"	"PreferredDDA"	"[M-H]-1"	"8030322.73691143"	"36964799.5661878"	"20633742.5452671"	"28591776.6977518"	"80511263.2361806"	"35456709.5533403"	"33801441.1518059"	"13325783.0344372"	"82517100.8170437"	"2316208.92326615"	"4108956.33399182"	"9068531.4021639"	"7601098.6304819"	"25584193.9150635"	"17309987.0907136"	"3125351.38154336"	"35943627.9649998"	"8418276.70467968"	"12647101.8207333"	"2529042.31860766"	"3189455.43833137"	"166594377.680474"	"8741777.66473006"	"13126396.0044307"	"4527947.56964986"	"7825616.94604283"	"3720845.20793655"	"9308026.36359721"	"2071439.29895648"	"24737980.8153767"	"21990352.2169542"	"21122346.4609887"	"20964709.9464165"	"20351853.0616162"	"24362570.6107717"	"10.0"	"10.0"	"9.5"	"9.5"	"10.0"	"9.5"	"10.0"	"10.0"	"10.0"	"8.4"	"9.5"	"10.0"	"10.0"	"9.5"	"10.0"	"10.0"	"10.0"	"8.4"	"10.0"	"9.5"	"8.9"	"10.0"	"10.0"	"9.5"	"8.4"	"9.5"	"9.5"	"8.9"	"8.0"	"10.0"	"10.0"	"10.0"	"10.0"	"10.0"	"10.0"
"22"	"D"	"False"	"N-Formylaspartate"	"C5 H7 N O5"	"Full match"	"Invalid mass"	"No results"	"Full match"	"2.51"	"161.03283"	"160.02555"	"7.201"	"187996848.952093"	"6"	"10"	"0"	""	""	"43.2"	""	"6"	"4"	"3"	"PreferredDDA"	"[M-H]-1"	"150202147.987848"	"130614010.028406"	"164866479.832139"	"160046367.435466"	"157618580.832972"	"152934203.452974"	"159018428.695422"	"145008570.390275"	"172301723.400973"	"117521202.933588"	"135275675.41642"	"118503029.368637"	"158793751.026051"	"140148366.37687"	"152733874.944382"	"125531846.19021"	"144445637.678508"	"141382911.168197"	"153476828.278176"	"171084358.136153"	"142462344.213444"	"150845651.692962"	"108564570.352855"	"175795291.67104"	"195409050.133968"	"154999044.394893"	"148035322.335433"	"131134849.763821"	"148277.592000919"	"158731648.022104"	"161167717.78927"	"154340972.150912"	"157293339.612279"	"150945328.993888"	"164198249.13106"	"9.5"	"10.0"	"10.0"	"10.0"	"9.5"	"10.0"	"10.0"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"9.5"	"10.0"	"9.5"	"9.5"	"10.0"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"9.5"	""	"10.0"	"9.5"	"10.0"	"10.0"	"9.5"	"8.9"
"76"	"A"	"False"	"CITRATE"	"C6 H8 O7"	"Full match"	"Partial match"	"Full match"	"Partial match"	"2.95"	"192.02757"	"191.02029"	"8.320"	"176717694.254243"	"16"	"11"	"2"	"96.9"	"61.9"	"68.8"	"92.3"	"6"	"13"	"7"	"PreferredDDA"	"[M-H]-1"	"93762087.2801647"	"86353539.8021358"	"187388245.045027"	"120518169.952064"	"92130435.369279"	"89630408.7591137"	"99916874.5595369"	"121499595.519106"	"179443962.801256"	"131536453.840346"	"86827083.6225447"	"58853293.9420026"	"93646930.6268664"	"123936283.86246"	"123685839.265208"	"109132869.170353"	"143311571.511451"	"122682269.711014"	"119752657.944017"	"140534523.177716"	"84836509.2806512"	"81237459.5187007"	"40759738.6301287"	"105082744.825912"	"125142605.583092"	"85887906.2051803"	"82997165.0306095"	"95993976.5101608"	"32702.6858249173"	"139413328.331606"	"141074327.991628"	"135636642.332326"	"127196245.426903"	"123090482.123195"	"148891912.754202"	"7.3"	"7.3"	"7.8"	"7.3"	"6.7"	"6.7"	"7.3"	"7.3"	"5.7"	"7.3"	"7.3"	"6.2"	"6.7"	"5.7"	"6.7"	"6.2"	"7.3"	"6.2"	"7.3"	"5.7"	"7.3"	"7.8"	"7.3"	"6.2"	"6.7"	"6.2"	"7.3"	"7.3"	""	"6.7"	"6.2"	"6.2"	"7.3"	"7.3"	"7.8"
"29"	"B"	"False"	"cis-Aconitic acid"	"C6 H6 O6"	"Full match"	"Full match"	"No results"	"Full match"	"2.77"	"174.01692"	"173.00964"	"7.126"	"170198619.063565"	"10"	"3"	"0"	"94.5"	"75.5"	""	""	"6"	"14"	"5"	"PreferredDDA"	"[M-H]-1"	"73648388.8644029"	"76864057.5807777"	"111393059.341309"	"75172509.0031855"	"60782656.725242"	"65410154.6384651"	"86409337.6956475"	"95487464.077416"	"92119192.4915105"	"86024595.7692664"	"63082818.7885245"	"59063764.3838405"	"74443920.3004372"	"73911669.4468455"	"70471949.9452203"	"75541526.5300467"	"87106261.8807994"	"85393528.0325256"	"79628903.7365232"	"86809341.9912345"	"79000829.792923"	"72446496.6411763"	"50606970.8475752"	"71268998.2885557"	"147385997.139262"	"70677037.9094158"	"80974101.6437214"	"90531492.6037212"	"70469.0866222398"	"98642927.8574806"	"98001082.9147784"	"91799062.0588043"	"87401755.903179"	"93261141.2702724"	"99692189.9599606"	"8.9"	"8.9"	"9.5"	"10.0"	"8.9"	"8.9"	"7.8"	"10.0"	"8.4"	"8.9"	"8.9"	"8.9"	"8.4"	"8.9"	"9.5"	"8.9"	"8.9"	"10.0"	"9.5"	"10.0"	"10.0"	"9.5"	"8.9"	"9.5"	"9.5"	"9.5"	"8.9"	"8.9"	""	"9.5"	"8.9"	"8.9"	"10.0"	"8.9"	"9.5"
